hasan,  normal,  pink,  158.00203873598377,  32.8734893410554,  2.061435535133136,  3.045251087711554, 4, 0, 3, 3
hasan,  normal,  pink,  124.75122566865662,  67.10608731867647,  3.229105516362601,  5.714336937379969, 4, 0, 2, 0
hasan,  closed eyes,  green,  301.7329255861363,  12.65220168255786,  1.0548453636167603,  12.769674150590317, 4, 0, 4, 0
hasan,  normal,  green,  303.6643596759484,  1.2623342721819653,  1.6888629009617637,  1.398976637721089, 4, 4, 4, 4
racha,  normal,  green,  102.72092840900183,  1.078312690371514,  1.9251041487985752,  1.2208500001195108, 3, 4, 4, 4
racha,  closed eyes,  green,  115.72824848593876,  1.4906507440583052,  1.927026254556615,  0.9756406284372232, 3, 4, 4, 4
racha,  closed eyes,  green,  142.3600126542233,  3.9455742238054503,  1.8991979663239922,  1.1424481020397987, 4, 3, 4, 4
racha,  one leg,  green,  87.08948278154502,  30.726483875357847,  8.413320739145217,  0.46769164101904714, 2, 0, 0, 4
hasan,  closed eyes,  green,  300.44530285959553,  7.6929479541764705,  1.3879856072557137,  2.5671272259671922, 4, 2, 4, 3
hasan,  normal,  green,  276.2487257900102,  1.2380148689183734,  1.1666287641435278,  0.6221687749421305, 4, 4, 4, 4
malak,  normal,  green,  175.33129459734963,  1.3087260272520331,  1.4272219625150981,  0.43525366417963496, 4, 4, 4, 4
malak,  closed eyes,  green,  184.3357118586478,  231.40663875553503,  6.289883854931884,  2.9666393322595477, 4, 0, 0, 3
malak,  one leg,  green,  136.02191641182455,  4.498664796318333,  2.7488485696084024,  1.1692714640841455, 4, 3, 2, 4
hasan,  one leg,  green,  152.12106955226216,  120.2907226819251,  15.669775676842047,  2.6065448065162973, 4, 0, 0, 3
hasan,  one leg,  green,  255.28520143597922,  4.036192614907816,  4.433574732881715,  1.5356789488973417, 4, 3, 1, 4
milana,  normal,  green,  254.41726129799525,  3.2153415582267604,  1.1856678790488577,  2.093842251354009, 4, 3, 4, 4
milana,  closed eyes,  green,  232.18937592026316,  1.6773343520072033,  1.6624002048873912,  2.2028569006702456, 4, 4, 4, 4
milana,  one leg,  green,  160.9528408176401,  1.7223886310704197,  3.0187057573163867,  2.2067883662017325, 4, 4, 2, 4
racha,  normal,  green,  134.49080924665415,  0.8392815435987988,  1.1294695894794557,  1.0202526172096194, 4, 4, 4, 4
racha,  closed eyes,  green,  206.93170234454712,  2.534499072910992,  1.7125151066249857,  0.8515720460374385, 4, 4, 4, 4
racha,  closed eyes,  green,  151.01748027334165,  31.633732439939408,  7.521971005938989,  1.1398815072232953, 4, 0, 0, 4
racha,  one leg,  green,  102.98230481716718,  5.51240453276574,  3.078951286445496,  0.8002084418529785, 3, 2, 2, 4
hasan,  normal,  green,  321.1009174311932,  7.73510552000218,  1.269974441924972,  2.914733316021438, 4, 2, 4, 3
hasan,  one leg,  green,  242.5246347264698,  2.6231954276798595,  1.0983553502492063,  0.8838979602733102, 4, 4, 4, 4
hasan,  one leg,  green,  193.00033978933072,  3.4174820185483363,  4.49869137660327,  1.0210039757763394, 4, 3, 1, 4
malak,  normal,  green,  137.29612640163123,  1.6566636451701702,  1.197041732833319,  0.8283730413231623, 4, 4, 4, 4
malak,  closed eyes,  green,  181.71342463324913,  1.8464663747798225,  1.2140316963418705,  0.7860734914067371, 4, 4, 4, 4
malak,  one leg,  green,  101.93679918450563,  1.2243606091071018,  2.6755697452294784,  1.1785670032866913, 3, 4, 2, 4
hasan,  normal,  pink,  129.96941896024452,  18.905409001398723,  2.611637633164172,  6.1679683360001984, 4, 0, 2, 0
malak,  closed eyes,  pink,  147.808358817533,  10.489506171700283,  1.2972916573740212,  5.993787110050497, 4, 1, 4, 0
