5.0,15.0, 40.0, 80.0, 60.0, 100.0, 80.0, 120.0, 100.0, 140.0
3.942488526692715E-5,-1.0,3.9436950568136594E-5,-1.0,3.631744901134315E-6,-1.0,3.937811364323298E-5,-1.0,
3.507181802532265E-5,-1.0,3.502276692574533E-5,-1.0,3.5107942244991186E-5,-1.0,3.50972509705034E-5,3.502092086198013E-5,
3.8053564235334775E-5,-1.0,3.78961069236644E-5,-1.0,3.792386380491005E-5,-1.0,0.0,3.7978815765033996E-5,
0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,0.07698588977121246,
0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,3.172371689891265E-5,
0.1552276840211181,-1.0,0.0,-1.0,0.006199016556536418,-1.0,0.0,6.826612550159969E-5,
0.0020577619487548967,-1.0,0.0,-1.0,0.0,-1.0,0.0,0.23176381475889335,
0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,0.17294740495737063,
0.0,-1.0,0.0,-1.0,0.0,-1.0,-1.0,0.0,
2.1985783897659933E-5,-1.0,1.2053294417625424E-5,-1.0,-1.0,4.2393456883649333E-7,2.1939121452421858E-5,-1.0,
2.626622359151676E-5,-1.0,2.4623334110965018E-5,-1.0,7.85135536737916E-6,2.6271653255386416E-5,0.0,2.630154096729E-5,
2.8650565295315432E-5,-1.0,1.6033325633007069E-6,-1.0,1.3208534073346091E-6,2.3642763788487416E-7,0.0,2.8737102285537214E-5,
0.00355538941666793,-1.0,0.20428733401769258,-1.0,0.0,0.0,0.0,1.3052278541574481E-5,
0.004040299960032162,-1.0,0.005504022164696821,-1.0,0.0,0.0,0.0,0.41700856192502056,
0.003946925366289253,-1.0,0.0,-1.0,0.0,0.0,0.0,0.30752808205606186,
0.004506783433536149,-1.0,0.0,-1.0,0.0,0.0,0.0,0.2935054461330576,
0.0,-1.0,0.0,-1.0,0.0,0.0,0.0,0.21205137906304536,
0.0,-1.0,0.0,-1.0,0.0,0.0,-1.0,0.0,
3.660455727016606E-5,-1.0,3.663944418058228E-5,-1.0,-1.0,0.0,3.6688408844359794E-5,-1.0,
2.2858719418760928E-4,-1.0,3.567323757081988E-5,-1.0,1.5408546112194148E-7,0.0,0.0,3.55832127267976E-5,
0.011037519968941761,-1.0,0.009992901203909523,-1.0,0.0,0.0,0.0,0.15255386929580123,
0.007159936711066225,-1.0,0.011812081863671645,-1.0,0.0,0.0,0.0,0.2902741963417055,
0.0038350095006829993,-1.0,0.007044283976314697,-1.0,0.0,0.0,0.0,0.2428500991320755,
8.682102392432289E-4,-1.0,0.0,-1.0,0.005068040172624843,0.0,0.0,0.256657812860485,
7.341050805910272E-4,-1.0,0.0,-1.0,0.0,0.0,0.0,0.18146216409581759,
0.0,-1.0,0.0,-1.0,0.0,0.0,-1.0,0.0059188448671214314,
